"cellType"	"gene"	"log1p_FC"	"pct.inGroup"	"pct.outGroup"	"wilcox.p"	"wilcox.fdr"	"wilcox.bonferroni"
"107"	"Basal"	"NTN1"	0.47599537605605	0.923076923076923	0.760330578512397	4.47460267616308e-12	1.46783695264789e-11	1.57058553933324e-09
"108"	"Basal"	"AXL"	0.328724301289972	0.830769230769231	0.675619834710744	5.01596595436005e-12	1.63018893516702e-11	1.76060404998038e-09
"109"	"Basal"	"ENSG00000259345"	0.310662167205543	0.876923076923077	0.683884297520661	6.35575884875866e-12	2.0466709687287e-11	2.23087135591429e-09
"110"	"Basal"	"RPS6KA5"	0.369234635436074	0.923076923076923	0.793388429752066	7.05374584260753e-12	2.25078617341386e-11	2.47586479075524e-09
"111"	"Basal"	"EYA1"	0.363717241614824	0.815384615384615	0.493801652892562	7.55280133092494e-12	2.38831825869789e-11	2.65103326715466e-09
"112"	"Basal"	"TNC"	0.359303456301669	0.846153846153846	0.564049586776859	1.02219273861358e-11	3.20347902904792e-11	3.58789651253367e-09
"113"	"Basal"	"NEBL"	-0.575575090942564	0.923076923076923	0.948347107438017	1.04476073374448e-11	3.24523024375499e-11	3.66711017544314e-09
"114"	"Basal"	"TSPAN3"	-0.307787993749283	0.861538461538462	0.869834710743802	1.312034046142e-11	4.03968377364772e-11	4.6052395019584e-09
"115"	"Basal"	"PKP4"	0.372501964555211	0.984615384615385	0.878099173553719	1.68788805544913e-11	5.15172789097951e-11	5.92448707462643e-09
"116"	"Basal"	"MAP3K5"	0.383346805850515	0.938461538461538	0.871900826446281	1.91159529489657e-11	5.78422369404048e-11	6.70969948508696e-09
"117"	"Basal"	"GCLC"	0.367608530761919	0.892307692307692	0.679752066115702	2.23775531546453e-11	6.7132659463936e-11	7.85452115728052e-09
"118"	"Basal"	"IMMP2L"	0.386047010917342	0.969230769230769	0.929752066115702	2.82798580412992e-11	8.41205946821696e-11	9.92623017249602e-09
"119"	"Basal"	"SRGAP3"	0.444245108285691	0.907692307692308	0.725206611570248	2.86062575380741e-11	8.43764403013783e-11	1.0040796395864e-08
"120"	"Basal"	"PLXDC2"	0.418086301245695	0.923076923076923	0.81198347107438	3.39473038207493e-11	9.92958636756917e-11	1.1915503641083e-08
"121"	"Basal"	"EHF"	0.364560169481036	0.907692307692308	0.710743801652893	3.68882253387141e-11	1.07006339618915e-10	1.29477670938887e-08
"122"	"Basal"	"PSD3"	0.527875416292656	0.953846153846154	0.84504132231405	3.79776019020599e-11	1.08946241676609e-10	1.3330138267623e-08
"123"	"Basal"	"TMC5"	-0.672455153118453	0.830769230769231	0.863636363636364	3.81777428097517e-11	1.08946241676609e-10	1.34003877262229e-08
"124"	"Basal"	"BACH2"	0.342301646515279	0.830769230769231	0.677685950413223	5.20352405031986e-11	1.47293301746957e-10	1.82643694166227e-08
"125"	"Basal"	"LUZP1"	0.417020396025078	0.815384615384615	0.795454545454545	5.50647589332924e-11	1.54621843084685e-10	1.93277303855856e-08
"126"	"Basal"	"COBL"	-0.379400299380127	0.861538461538462	0.923553719008264	5.56166623128819e-11	1.54932130728742e-10	1.95214484718215e-08
"127"	"Basal"	"ROCK2"	0.309244404091764	0.938461538461538	0.847107438016529	7.2882478058291e-11	2.01431100775277e-10	2.55817497984601e-08
"128"	"Basal"	"IFI27"	-0.459818158649045	0.6	0.807851239669422	8.02510829520889e-11	2.19362051593703e-10	2.81681301161832e-08
"129"	"Basal"	"MT1X"	0.71387441854658	0.876923076923077	0.818181818181818	8.11250561732091e-11	2.19362051593703e-10	2.84748947167964e-08
"130"	"Basal"	"XBP1"	-0.321050992656705	0.815384615384615	0.896694214876033	8.12452042939642e-11	2.19362051593703e-10	2.85170667071814e-08
"131"	"Basal"	"ECE1"	0.395465498264102	0.907692307692308	0.803719008264463	9.09200499683189e-11	2.43610210220457e-10	3.19129375388799e-08
"132"	"Basal"	"EPAS1"	0.414587655081077	0.938461538461538	0.871900826446281	9.26965096498416e-11	2.46488446114352e-10	3.25364748870944e-08
"133"	"Basal"	"AQP4-AS1"	0.655499563912411	0.923076923076923	0.729338842975207	1.15663092666106e-10	3.05246206960927e-10	4.05977455258032e-08
"134"	"Basal"	"IFT57"	-0.346925659378537	0.738461538461539	0.857438016528926	1.25024933306887e-10	3.27490683512816e-10	4.38837515907173e-08
"135"	"Basal"	"SVIL"	0.492622315676048	0.969230769230769	0.917355371900826	1.47839212511874e-10	3.84381952530873e-10	5.18915635916678e-08
"136"	"Basal"	"SEMA5A"	0.386068337538168	0.815384615384615	0.692148760330578	1.52891310323691e-10	3.94594484732468e-10	5.36648499236156e-08
"137"	"Basal"	"GNA14"	-0.473072818670221	0.507692307692308	0.729338842975207	1.58303383855494e-10	4.05580202432689e-10	5.55644877332784e-08
"138"	"Basal"	"B2M"	-0.60551090574479	0.953846153846154	0.993801652892562	1.80086795427027e-10	4.58046849238307e-10	6.32104651948864e-08
"139"	"Basal"	"NFIB"	0.431271599512148	0.984615384615385	0.915289256198347	1.97818606420612e-10	4.9775081942401e-10	6.94343308536348e-08
"140"	"Basal"	"JUP"	0.436902517850144	0.923076923076923	0.851239669421488	1.98533090368551e-10	4.9775081942401e-10	6.96851147193613e-08
"141"	"Basal"	"PTPN14"	0.322333767943731	0.892307692307692	0.849173553719008	2.00938849638072e-10	5.00209476758606e-10	7.05295362229634e-08
"142"	"Basal"	"RNASE1"	-0.720155217078433	0.553846153846154	0.776859504132231	2.02868995731731e-10	5.0145786973125e-10	7.12070175018375e-08
"143"	"Basal"	"CST3"	-0.481109719373016	0.876923076923077	0.966942148760331	2.20326841611213e-10	5.40802247591158e-10	7.73347214055356e-08
"144"	"Basal"	"UBE2Q2P2"	0.345257336740496	0.938461538461538	0.795454545454545	2.30244836971974e-10	5.61221790119187e-10	8.08159377771629e-08
"145"	"Basal"	"ENSG00000273269"	-0.502669886762353	0.907692307692308	0.973140495867769	2.9033555890988e-10	7.02812283981847e-10	1.01907781177368e-07
"146"	"Basal"	"PABPC1"	0.470452363915671	0.984615384615385	0.952479338842975	3.15270609888991e-10	7.57945096376959e-10	1.10659984071036e-07
"147"	"Basal"	"WWTR1"	0.551972368366129	0.923076923076923	0.915289256198347	3.18833072653379e-10	7.61295295927457e-10	1.11910408501336e-07
"148"	"Basal"	"BCAM"	0.363827668340449	0.923076923076923	0.809917355371901	3.70292201084396e-10	8.78192990409616e-10	1.29972562580623e-07
"149"	"Basal"	"ENSG00000267519"	0.371038697796421	0.846153846153846	0.785123966942149	3.74328321511315e-10	8.81806985573634e-10	1.31389240850471e-07
"150"	"Basal"	"VWA8"	0.30416450368674	0.892307692307692	0.809917355371901	3.7970920007654e-10	8.88519528179104e-10	1.33277929226866e-07
"151"	"Basal"	"CLASP1"	0.317343352254606	0.892307692307692	0.880165289256198	4.31233803109463e-10	9.96915620221352e-10	1.51363064891421e-07
"152"	"Basal"	"PLXNA2"	0.360483104818943	0.953846153846154	0.869834710743802	4.31712747218363e-10	9.96915620221352e-10	1.51531174273645e-07
"153"	"Basal"	"GLUD1"	0.426332695738067	0.907692307692308	0.840909090909091	4.53061916644081e-10	1.03937733818348e-09	1.59024732742072e-07
"154"	"Basal"	"RAB11FIP1"	-0.5932515021794	0.923076923076923	0.946280991735537	4.88764371320249e-10	1.11400191125589e-09	1.71556294333407e-07
"155"	"Basal"	"CORO1C"	0.346101024811776	0.892307692307692	0.863636363636364	5.12390071711527e-10	1.16031558174675e-09	1.79848915170746e-07
"156"	"Basal"	"MT-ATP6"	0.405541209157233	1	0.997933884297521	5.48284773167052e-10	1.23364073962587e-09	1.92447955381635e-07
"157"	"Basal"	"LAMB3"	0.353492261096891	0.907692307692308	0.754132231404959	6.60027280453438e-10	1.47560239133221e-09	2.31669575439157e-07
"158"	"Basal"	"RNF24"	0.300780153947444	0.938461538461538	0.838842975206612	6.68895484924141e-10	1.48596402030616e-09	2.34782315208373e-07
"159"	"Basal"	"EML4"	0.356507453604688	0.969230769230769	0.888429752066116	6.77502530383871e-10	1.49561879348892e-09	2.37803388164739e-07
"160"	"Basal"	"CD59"	-0.402693029485252	0.876923076923077	0.935950413223141	7.39377032144784e-10	1.62200836426762e-09	2.59521338282819e-07
"161"	"Basal"	"TCF7L1"	0.305091624528976	0.907692307692308	0.801652892561983	7.9421656322627e-10	1.73149076827591e-09	2.78770013692421e-07
"162"	"Basal"	"ADAMTSL4-AS1"	0.410473603193964	0.953846153846154	0.867768595041322	9.19762031565707e-10	1.99281773505903e-09	3.22836473079563e-07
"163"	"Basal"	"PER2"	0.440234703918402	0.907692307692308	0.818181818181818	1.01176463027459e-09	2.17870788482443e-09	3.55129385226382e-07
"164"	"Basal"	"FOSL1"	0.338054191747586	0.830769230769231	0.683884297520661	1.10400222361438e-09	2.35248005523122e-09	3.87504780488649e-07
"165"	"Basal"	"TMPRSS2"	-0.316709746493343	0.723076923076923	0.776859504132231	1.10586669263006e-09	2.35248005523122e-09	3.88159209113152e-07
"166"	"Basal"	"PSME4"	0.384747619169719	0.953846153846154	0.913223140495868	1.32184452305401e-09	2.794984503566e-09	4.63967427591956e-07
"167"	"Basal"	"PEAK1"	-0.318529930115858	0.846153846153846	0.880165289256198	1.41456807271928e-09	2.97313409296087e-09	4.96513393524466e-07
"168"	"Basal"	"TTC6"	0.311603668974435	0.892307692307692	0.747933884297521	1.76474395344095e-09	3.68705433129626e-09	6.19425127657772e-07
"169"	"Basal"	"TACC2"	-0.473313608784751	0.907692307692308	0.954545454545455	1.84401978887001e-09	3.82988725380694e-09	6.47250945893372e-07
"170"	"Basal"	"JUNB"	0.48392515607943	0.923076923076923	0.925619834710744	2.20617831767751e-09	4.55510935002826e-09	7.74368589504805e-07
"171"	"Basal"	"ARHGAP24"	0.36209018246967	0.938461538461538	0.861570247933884	2.44026367839551e-09	5.00896228723289e-09	8.56532551116824e-07
"172"	"Basal"	"ENSG00000283563"	0.490788777286776	0.953846153846154	0.923553719008264	2.68646700270107e-09	5.4822669648144e-09	9.42949917948076e-07
"173"	"Basal"	"ATP11A"	-0.520815176526801	0.846153846153846	0.902892561983471	2.79640711780624e-09	5.67363525057798e-09	9.8153889834999e-07
"174"	"Basal"	"PCCA"	0.301703227828547	0.876923076923077	0.869834710743802	3.13142639292861e-09	6.31684289608012e-09	1.09913066391794e-06
"175"	"Basal"	"PDLIM1"	0.307386372607656	0.907692307692308	0.886363636363636	3.62311293558643e-09	7.26692937366192e-09	1.27171264039084e-06
"176"	"Basal"	"FAM49B"	0.325943007421783	0.953846153846154	0.896694214876033	4.44676548991293e-09	8.86826526681499e-09	1.56081468695944e-06
"177"	"Basal"	"UNC13B"	-0.357883044594071	0.784615384615385	0.882231404958678	4.6651890492116e-09	9.25130709758911e-09	1.63748135627327e-06
"178"	"Basal"	"SLC34A2"	-0.461815935048692	0.830769230769231	0.793388429752066	4.94254953887025e-09	9.74626341653629e-09	1.73483488814346e-06
"179"	"Basal"	"ENSG00000255872"	0.304272035536726	0.923076923076923	0.944214876033058	5.01453667066923e-09	9.83297414192682e-09	1.7601023714049e-06
"180"	"Basal"	"MRTFB"	0.30276255173505	0.907692307692308	0.809917355371901	5.07022678209555e-09	9.88694222508633e-09	1.77964960051554e-06
"181"	"Basal"	"STAG1"	0.303876703629767	0.938461538461538	0.944214876033058	6.10927514037184e-09	1.18472683661355e-08	2.14435557427052e-06
"182"	"Basal"	"FGFR2"	0.304520900791327	0.892307692307692	0.789256198347107	6.39834745000504e-09	1.23396700821526e-08	2.24581995495177e-06
"183"	"Basal"	"EPCAM"	-0.332304462089478	0.784615384615385	0.838842975206612	6.62243299231807e-09	1.27020436082166e-08	2.32447398030364e-06
"184"	"Basal"	"CELF2"	-0.554514899899061	0.938461538461538	0.940082644628099	8.17996545863976e-09	1.56041732390356e-08	2.87116787598255e-06
